202311201815	0	0
202311201815	1	0
202311201815	2	0
202311201815	3	0
202311201815	4	0
202311201815	5	0
202311201815	6	0
202311201815	7	0
202311201815	8	0
202311201815	9	0
202311201815	10	0
202311201815	11	0
202311201815	12	0
202311201815	13	0
202311201815	14	0
202311201815	15	0
202311201815	16	0
202311201815	17	0
202311201815	18	0
202311201815	19	0
202311201815	20	0
202311201815	21	0
202311201815	22	0
202311201815	23	0
202311201815	24	1
202311201815	25	1
202311201815	26	1
202311201815	27	1
202311201815	28	1
202311201815	29	1
202311201815	30	1
202311201815	31	1
202311201815	32	1
202311201815	33	1
202311201815	34	1
202311201815	35	1
202311201815	36	1
202311201815	37	1
202311201815	38	1
202311201815	39	1
202311201815	40	2
202311201815	41	2
202311201815	42	2
202311201815	43	2
202311201815	0	2
202311201815	1	2
202311201815	2	2
202311201815	3	2
202311201815	4	2
202311201815	5	2
202311201815	6	2
202311201815	7	2
202311201815	8	2
202311201815	9	2
202311201815	10	2
202311201815	11	2
202311201815	12	2
202311201815	13	2
202311201815	14	2
202311201815	15	2
202311201815	16	2
202311201815	17	2
202311201815	18	2
202311201815	19	2
202311201815	20	2
202311201815	21	3
202311201815	22	3
202311201815	23	3
202311201815	24	3
202311201815	25	3
202311201815	26	3
202311201815	27	3
202311201815	28	3
202311201815	29	3
202311201815	30	3
202311201815	31	3
202311201815	32	3
202311201815	33	3
202311201815	34	3
