20231121085837	0	4
202311210858	0	4
202311210858	1	4
202311210858	2	4
202311210858	3	4
202311210858	4	4
202311210858	5	4
202311210858	6	4
202311210858	7	4
202311210858	8	4
202311210858	9	4
202311210858	10	4
202311210858	11	4
202311210858	12	4
202311210858	13	4
202311210858	14	4
202311210858	15	4
202311210858	16	4
202311210858	17	4
202311210858	18	4
202311210858	19	4
202311210858	20	4
202311210858	21	5
202311210858	22	5
202311210858	23	5
202311210858	24	5
202311210858	25	5
202311210858	26	5
202311210858	27	5
202311210858	28	5
202311210858	29	5
202311210858	30	5
202311210858	31	5
202311210858	32	5
202311210858	33	5
202311210858	34	5
202311210858	35	5
202311210858	36	5
202311210858	37	5
202311210858	38	5
202311210858	39	5
202311210858	40	5
202311210858	41	5
202311210858	42	5
202311210858	43	5
202311210858	44	5
202311210858	45	6
202311210858	46	6
