20231121085826	0	1
202311210858	0	1
202311210858	1	1
202311210858	2	1
202311210858	3	1
202311210858	4	1
202311210858	5	1
202311210858	6	1
202311210858	7	1
202311210858	8	1
202311210858	9	1
202311210858	10	1
202311210858	11	1
202311210858	12	1
202311210858	13	1
202311210858	14	1
202311210858	15	1
202311210858	16	1
202311210858	17	1
202311210858	18	1
202311210858	19	1
202311210858	20	1
202311210858	21	1
202311210858	22	2
202311210858	23	2
202311210858	24	2
202311210858	25	2
202311210858	26	2
202311210858	27	2
202311210858	28	2
202311210858	29	2
202311210858	30	2
202311210858	31	2
202311210858	32	2
202311210858	33	2
202311210858	34	2
202311210858	35	2
202311210858	36	3
202311210858	37	3
202311210858	38	3
202311210858	39	3
202311210858	40	3
202311210858	41	3
202311210858	42	3
202311210858	43	3
202311210858	44	3
202311210858	45	3
202311210858	46	3
202311210858	47	3
202311210858	48	3
202311210858	49	4
202311210858	50	4
202311210858	51	4
202311210858	52	4
