20231121085847	0	6
202311210858	0	6
202311210858	1	6
202311210858	2	6
202311210858	3	6
202311210858	4	6
202311210858	5	6
202311210858	6	6
202311210858	7	6
202311210858	8	6
202311210858	9	6
202311210858	10	6
202311210858	11	6
202311210858	12	6
202311210858	13	6
202311210858	14	6
202311210858	15	6
202311210858	16	7
202311210858	17	7
202311210858	18	7
202311210858	19	7
202311210858	20	7
202311210858	21	7
202311210858	22	7
202311210858	23	7
202311210858	24	7
202311210858	25	7
202311210858	26	7
202311210858	27	7
202311210858	28	7
202311210858	29	7
202311210858	30	8
202311210858	31	8
202311210858	32	8
202311210858	33	8
202311210858	34	8
202311210858	35	8
202311210858	36	8
202311210858	37	8
202311210858	38	8
202311210858	39	8
202311210858	40	8
202311210858	41	8
202311210858	42	8
202311210858	43	8
202311210858	44	8
202311210858	45	8
202311210858	46	8
202311210858	47	8
202311210858	48	9
202311210858	49	9
202311210858	50	9
202311210858	51	9
202311210858	52	9
202311210858	53	9
202311210858	54	9
202311210858	55	9
